ip,status
1.9.241.42,dead
1.9.241.78,dead
1.9.241.82,dead
1.9.241.93,dead
1.9.241.94,dead
1.9.241.174,dead
1.9.241.182,dead
1.9.241.198,dead
1.9.241.222,dead
1.9.241.225,dead
1.9.241.226,dead
1.9.241.230,dead
1.9.242.118,dead
1.9.243.2,dead
1.9.243.17,dead
1.9.243.18,dead
1.9.243.26,dead
1.9.243.33,dead
1.9.243.34,dead
1.9.243.42,dead
1.9.243.94,dead
1.9.243.118,dead
1.9.244.50,dead
1.9.244.66,dead
1.9.244.70,dead
1.9.244.74,dead
1.9.244.89,dead
1.9.244.90,dead
1.9.244.98,dead
1.9.244.102,dead
1.9.244.126,dead
1.9.244.145,dead
1.9.244.146,dead
1.9.244.158,dead
1.9.244.170,dead
1.9.244.214,dead
1.9.244.226,dead
1.9.244.230,dead
1.9.246.30,dead
1.9.246.126,dead
1.9.246.251,dead
1.9.247.2,dead
1.9.247.6,dead
1.9.247.18,dead
1.9.247.26,dead
1.9.247.34,dead
1.9.247.42,dead
1.9.247.46,dead
1.9.247.86,dead
1.9.247.90,dead
1.9.247.94,dead
1.9.247.122,dead
1.9.247.134,dead
1.9.247.138,dead
1.9.247.146,dead
1.9.247.150,dead
1.9.247.162,dead
1.9.247.166,dead
1.9.247.174,dead
1.9.247.182,dead
1.9.247.186,dead
1.9.247.190,dead
1.9.247.194,dead
1.9.247.198,dead
1.9.247.206,dead
1.9.247.222,dead
1.9.247.230,dead
1.9.247.234,dead
1.9.247.250,dead
1.9.247.254,dead
1.9.249.2,dead
1.9.249.5,dead
1.9.249.6,dead
1.9.249.9,dead
1.9.249.10,dead
1.9.249.37,dead
1.9.249.38,dead
1.9.249.66,dead
1.9.249.70,dead
1.9.249.90,dead
1.9.249.246,dead
1.9.253.6,dead
1.9.253.22,dead
1.9.253.30,dead
1.9.253.34,dead
1.9.253.38,dead
1.9.253.42,dead
1.9.253.46,dead
1.9.253.58,dead
1.9.253.70,dead
1.9.253.86,dead
1.9.253.94,dead
1.9.253.98,dead
1.9.253.102,dead
1.9.253.106,dead
1.9.253.114,dead
1.9.253.118,dead
1.9.253.134,dead
1.9.253.138,dead
1.9.253.150,dead
1.9.253.158,dead
1.9.253.162,dead
1.9.253.226,dead
1.9.253.246,dead
1.9.253.254,dead
1.9.255.10,dead
1.10.11.4,dead
1.10.131.1,dead
1.10.131.31,dead
1.10.131.116,dead
1.10.131.122,dead
1.10.131.131,dead
1.10.131.168,dead
1.10.131.234,dead
1.10.141.97,dead
1.10.141.195,dead
1.10.143.7,dead
1.10.143.39,dead
1.10.143.101,dead
1.10.143.226,dead
1.10.144.31,dead
1.10.175.1,dead
1.10.175.57,dead
1.10.175.197,dead
1.10.176.104,dead
1.10.180.30,dead
1.10.181.217,dead
1.10.184.4,dead
1.10.184.10,dead
1.10.184.131,dead
1.10.184.141,dead
1.10.185.1,dead
1.10.185.21,dead
1.10.185.36,dead
1.10.185.60,dead
1.10.185.106,dead
1.10.185.126,dead
1.10.185.157,dead
1.10.185.178,dead
1.10.187.41,dead
1.10.190.59,dead
1.10.190.139,dead
1.10.190.156,dead
1.10.194.231,dead
1.10.213.110,dead
1.10.232.68,dead
1.10.237.79,dead
1.10.243.163,dead
1.10.246.230,dead
1.11.0.1,dead
1.11.9.53,dead
1.11.14.152,dead
1.11.15.62,dead
1.11.18.139,dead
1.11.71.129,dead
1.11.91.130,dead
1.11.103.129,dead
1.11.104.204,dead
1.11.105.133,dead
1.11.139.229,dead
1.11.151.2,dead
1.11.151.6,dead
1.11.151.10,dead
1.11.151.14,dead
1.11.151.26,alive
1.11.151.30,alive
1.11.151.34,alive
1.11.151.38,alive
1.11.151.42,alive
1.11.151.46,alive
1.11.151.50,alive
1.11.151.54,alive
1.11.151.58,alive
1.11.151.62,alive
1.11.151.66,alive
1.11.151.69,alive
1.11.151.73,dead
1.11.151.77,dead
1.11.151.82,dead
1.11.151.86,dead
1.11.151.90,alive
1.11.151.110,dead
1.11.151.114,dead
1.11.151.138,dead
1.11.151.142,dead
1.11.151.158,dead
